problem,pdf_page,layout,player_to_move,black_stones,white_stones,filename
2071,232,partial-13x19,Black,13,11,problem-2071.sgf
2072,232,partial-13x19,Black,14,14,problem-2072.sgf
2073,232,partial-13x19,Black,13,12,problem-2073.sgf
2074,232,partial-13x19,Black,18,18,problem-2074.sgf
2075,232,partial-13x19,Black,19,21,problem-2075.sgf
2076,232,partial-13x19,Black,16,16,problem-2076.sgf
2077,232,partial-13x19,Black,15,21,problem-2077.sgf
2078,232,partial-13x19,Black,18,12,problem-2078.sgf
2079,232,partial-13x19,Black,21,25,problem-2079.sgf
2080,233,partial-13x19,Black,15,17,problem-2080.sgf
2081,233,partial-13x19,Black,18,13,problem-2081.sgf
2082,233,partial-13x19,Black,20,14,problem-2082.sgf
2083,233,partial-13x19,Black,10,8,problem-2083.sgf
2084,233,partial-13x19,Black,10,10,problem-2084.sgf
2085,233,partial-13x19,Black,8,11,problem-2085.sgf
2086,233,partial-13x19,Black,13,13,problem-2086.sgf
2087,233,partial-13x19,Black,11,16,problem-2087.sgf
2088,233,partial-13x19,Black,14,15,problem-2088.sgf
2089,234,partial-13x19,Black,14,15,problem-2089.sgf
2090,234,partial-13x19,Black,17,18,problem-2090.sgf
2091,234,partial-13x19,Black,7,8,problem-2091.sgf
2092,234,partial-13x19,Black,7,8,problem-2092.sgf
2093,234,partial-13x19,Black,7,8,problem-2093.sgf
2094,234,partial-13x19,Black,8,11,problem-2094.sgf
2095,234,partial-13x19,Black,11,10,problem-2095.sgf
2096,234,partial-13x19,Black,13,12,problem-2096.sgf
2097,234,partial-13x19,Black,13,11,problem-2097.sgf
2098,235,partial-13x19,Black,12,13,problem-2098.sgf
2099,235,partial-13x19,Black,13,14,problem-2099.sgf
2100,235,partial-13x19,Black,13,15,problem-2100.sgf
2101,235,partial-13x19,Black,15,14,problem-2101.sgf
2102,235,partial-13x19,Black,16,15,problem-2102.sgf
2103,235,partial-13x19,Black,17,20,problem-2103.sgf
2104,235,partial-13x19,Black,20,15,problem-2104.sgf
2105,235,partial-13x19,Black,20,16,problem-2105.sgf
2106,235,partial-13x19,Black,9,15,problem-2106.sgf
2107,236,partial-13x19,Black,13,14,problem-2107.sgf
2108,236,partial-13x19,Black,6,7,problem-2108.sgf
2109,236,partial-13x19,Black,8,13,problem-2109.sgf
2110,236,partial-13x19,Black,6,7,problem-2110.sgf
2111,236,partial-13x19,Black,10,9,problem-2111.sgf
2112,236,partial-13x19,Black,10,10,problem-2112.sgf
2113,236,partial-13x19,Black,12,13,problem-2113.sgf
2114,236,partial-13x19,Black,10,9,problem-2114.sgf
2115,236,partial-13x19,White,16,11,problem-2115.sgf
2116,237,partial-13x19,Black,15,11,problem-2116.sgf
2117,237,partial-13x19,Black,15,12,problem-2117.sgf
2118,237,partial-13x19,Black,7,4,problem-2118.sgf
2119,237,partial-13x19,Black,5,8,problem-2119.sgf
2120,237,partial-13x19,Black,6,8,problem-2120.sgf
2121,237,partial-13x19,Black,11,8,problem-2121.sgf
2122,237,partial-13x19,Black,10,8,problem-2122.sgf
2123,237,partial-13x19,Black,8,12,problem-2123.sgf
2124,237,partial-13x19,Black,7,11,problem-2124.sgf
2125,238,partial-13x19,White,11,14,problem-2125.sgf
2126,238,partial-13x19,White,17,13,problem-2126.sgf
2127,238,partial-13x19,White,14,10,problem-2127.sgf
2128,238,partial-13x19,Black,14,10,problem-2128.sgf
2129,238,partial-13x19,Black,4,7,problem-2129.sgf
2130,238,partial-13x19,Black,4,7,problem-2130.sgf
2131,238,partial-13x19,Black,7,11,problem-2131.sgf
2132,238,partial-13x19,Black,6,11,problem-2132.sgf
2133,238,partial-13x19,Black,10,15,problem-2133.sgf
2134,239,partial-13x19,Black,7,12,problem-2134.sgf
2135,239,partial-13x19,Black,9,13,problem-2135.sgf
2136,239,partial-13x19,Black,8,13,problem-2136.sgf
2137,239,partial-13x19,Black,11,15,problem-2137.sgf
2138,239,partial-13x19,Black,11,20,problem-2138.sgf
2139,239,partial-13x19,White,12,19,problem-2139.sgf
2140,239,partial-13x19,Black,11,17,problem-2140.sgf
2141,239,partial-13x19,Black,11,17,problem-2141.sgf
2142,239,partial-13x19,Black,14,22,problem-2142.sgf
2143,240,partial-13x19,Black,2,3,problem-2143.sgf
2144,240,partial-13x19,Black,4,3,problem-2144.sgf
2145,240,partial-13x19,Black,4,5,problem-2145.sgf
2146,240,partial-13x19,Black,4,5,problem-2146.sgf
2147,240,partial-13x19,Black,7,7,problem-2147.sgf
2148,240,partial-13x19,Black,6,7,problem-2148.sgf
2149,240,partial-13x19,Black,7,6,problem-2149.sgf
2150,240,partial-13x19,Black,8,7,problem-2150.sgf
2151,240,partial-13x19,Black,12,10,problem-2151.sgf
2152,241,partial-13x19,Black,15,13,problem-2152.sgf
2153,241,partial-13x19,Black,13,16,problem-2153.sgf
2154,241,partial-13x19,Black,10,11,problem-2154.sgf
2155,241,partial-13x19,Black,11,16,problem-2155.sgf
2156,241,partial-13x19,Black,14,12,problem-2156.sgf
2157,241,partial-13x19,Black,8,7,problem-2157.sgf
2158,241,partial-13x19,Black,7,11,problem-2158.sgf
2159,241,partial-13x19,Black,5,4,problem-2159.sgf
2160,241,partial-13x19,Black,10,11,problem-2160.sgf
2161,242,partial-13x19,Black,7,9,problem-2161.sgf
2162,242,partial-13x19,Black,8,8,problem-2162.sgf
2163,242,partial-13x19,Black,7,8,problem-2163.sgf
2164,242,partial-13x19,Black,11,8,problem-2164.sgf
2165,242,partial-13x19,Black,8,9,problem-2165.sgf
2166,242,partial-13x19,Black,9,10,problem-2166.sgf
2167,242,partial-13x19,Black,6,6,problem-2167.sgf
2168,242,partial-13x19,Black,11,12,problem-2168.sgf
2169,242,partial-13x19,Black,9,11,problem-2169.sgf
2170,243,partial-13x19,Black,14,11,problem-2170.sgf
2171,243,partial-13x19,Black,12,12,problem-2171.sgf
2172,243,partial-13x19,Black,9,12,problem-2172.sgf
2173,243,partial-13x19,Black,15,12,problem-2173.sgf
2174,243,partial-13x19,Black,14,11,problem-2174.sgf
2175,243,partial-13x19,Black,19,19,problem-2175.sgf
2176,243,partial-13x19,Black,10,11,problem-2176.sgf
2177,243,partial-13x19,Black,20,15,problem-2177.sgf
2178,243,partial-13x19,Black,11,10,problem-2178.sgf
2179,244,partial-13x19,Black,13,14,problem-2179.sgf
2180,244,partial-13x19,Black,17,19,problem-2180.sgf
2181,244,partial-13x19,Black,18,18,problem-2181.sgf
2182,244,partial-13x19,Black,17,20,problem-2182.sgf
2183,244,partial-13x19,Black,14,20,problem-2183.sgf
2184,244,partial-13x19,Black,11,14,problem-2184.sgf
2185,244,partial-13x19,Black,17,17,problem-2185.sgf
2186,244,partial-13x19,Black,8,13,problem-2186.sgf
2187,244,partial-13x19,Black,11,10,problem-2187.sgf
2188,245,partial-13x19,Black,3,6,problem-2188.sgf
2189,245,partial-13x19,Black,6,7,problem-2189.sgf
2190,245,partial-13x19,Black,5,5,problem-2190.sgf
2191,245,partial-13x19,Black,5,5,problem-2191.sgf
2192,245,partial-13x19,Black,9,9,problem-2192.sgf
2193,245,partial-13x19,Black,15,11,problem-2193.sgf
2194,245,partial-13x19,Black,9,10,problem-2194.sgf
2195,245,partial-13x19,Black,11,11,problem-2195.sgf
2196,245,partial-13x19,Black,14,13,problem-2196.sgf
2197,246,partial-13x19,Black,16,15,problem-2197.sgf
2198,246,partial-13x19,Black,15,14,problem-2198.sgf
2199,246,partial-13x19,Black,13,10,problem-2199.sgf
2200,246,partial-13x19,Black,4,3,problem-2200.sgf
2201,246,partial-13x19,Black,10,11,problem-2201.sgf
2202,246,partial-13x19,Black,7,7,problem-2202.sgf
2203,246,partial-13x19,Black,8,7,problem-2203.sgf
2204,246,partial-13x19,Black,15,18,problem-2204.sgf
2205,246,partial-13x19,Black,17,11,problem-2205.sgf
2206,247,partial-13x19,Black,13,11,problem-2206.sgf
2207,247,partial-13x19,Black,8,7,problem-2207.sgf
2208,247,partial-13x19,White,14,10,problem-2208.sgf
2209,247,partial-13x19,Black,5,5,problem-2209.sgf
2210,247,partial-13x19,Black,13,13,problem-2210.sgf
2211,247,partial-13x19,Black,14,10,problem-2211.sgf
2212,247,partial-13x19,Black,14,12,problem-2212.sgf
2213,247,partial-13x19,Black,3,5,problem-2213.sgf
2214,247,partial-13x19,Black,4,4,problem-2214.sgf
2215,248,partial-13x19,Black,4,4,problem-2215.sgf
2216,248,partial-13x19,Black,5,5,problem-2216.sgf
2217,248,partial-13x19,Black,3,7,problem-2217.sgf
2218,248,partial-13x19,Black,5,3,problem-2218.sgf
2219,248,partial-13x19,Black,7,7,problem-2219.sgf
2220,248,partial-13x19,Black,19,17,problem-2220.sgf
2221,248,partial-13x19,Black,3,7,problem-2221.sgf
2222,248,partial-13x19,Black,12,13,problem-2222.sgf
2223,248,partial-13x19,Black,18,16,problem-2223.sgf
2224,249,partial-13x19,Black,8,7,problem-2224.sgf
2225,249,partial-13x19,Black,9,10,problem-2225.sgf
2226,249,partial-13x19,Black,12,11,problem-2226.sgf
2227,249,partial-13x19,Black,11,10,problem-2227.sgf
2228,249,partial-13x19,Black,13,15,problem-2228.sgf
2229,249,partial-13x19,White,15,15,problem-2229.sgf
2230,249,partial-13x19,Black,6,9,problem-2230.sgf
2231,249,partial-13x19,Black,8,5,problem-2231.sgf
2232,249,partial-13x19,Black,6,9,problem-2232.sgf
2233,250,partial-13x19,Black,6,10,problem-2233.sgf
2234,250,partial-13x19,Black,9,6,problem-2234.sgf
2235,250,partial-13x19,Black,10,14,problem-2235.sgf
2236,250,partial-13x19,Black,9,4,problem-2236.sgf
2237,250,partial-13x19,Black,12,8,problem-2237.sgf
2238,250,partial-13x19,Black,10,15,problem-2238.sgf
2239,250,partial-13x19,Black,10,5,problem-2239.sgf
2240,250,partial-13x19,Black,11,6,problem-2240.sgf
2241,250,partial-13x19,Black,11,9,problem-2241.sgf
2242,251,partial-13x19,Black,15,11,problem-2242.sgf
2243,251,partial-13x19,Black,13,8,problem-2243.sgf
2244,251,partial-13x19,Black,19,17,problem-2244.sgf
2245,251,partial-13x19,Black,13,14,problem-2245.sgf
2246,251,partial-13x19,White,10,9,problem-2246.sgf
2247,251,partial-13x19,Black,12,13,problem-2247.sgf
2248,251,partial-13x19,Black,11,12,problem-2248.sgf
2249,251,partial-13x19,Black,15,15,problem-2249.sgf
2250,251,partial-13x19,Black,8,9,problem-2250.sgf
2251,252,partial-13x19,Black,12,11,problem-2251.sgf
2252,252,partial-13x19,Black,16,16,problem-2252.sgf
2253,252,partial-13x19,Black,13,12,problem-2253.sgf
2254,252,partial-13x19,Black,12,15,problem-2254.sgf
2255,252,partial-13x19,Black,11,17,problem-2255.sgf
2256,252,partial-13x19,Black,11,11,problem-2256.sgf
2257,252,partial-13x19,Black,10,13,problem-2257.sgf
2258,252,partial-13x19,Black,15,13,problem-2258.sgf
2259,252,partial-13x19,Black,19,16,problem-2259.sgf
2260,253,partial-13x19,Black,11,12,problem-2260.sgf
2261,253,partial-13x19,Black,12,16,problem-2261.sgf
2262,253,partial-13x19,Black,10,7,problem-2262.sgf
2263,253,partial-13x19,Black,10,13,problem-2263.sgf
2264,253,partial-13x19,Black,11,19,problem-2264.sgf
2265,253,partial-13x19,Black,13,14,problem-2265.sgf
2266,253,partial-13x19,Black,8,6,problem-2266.sgf
2267,253,partial-13x19,Black,13,9,problem-2267.sgf
2268,253,partial-13x19,White,13,9,problem-2268.sgf
2269,254,partial-13x19,Black,12,8,problem-2269.sgf
2270,254,partial-13x19,White,16,11,problem-2270.sgf
2271,254,partial-13x19,Black,13,10,problem-2271.sgf
2272,254,partial-13x19,Black,13,11,problem-2272.sgf
2273,254,partial-13x19,Black,18,11,problem-2273.sgf
2274,254,partial-13x19,Black,14,18,problem-2274.sgf
2275,254,partial-13x19,Black,10,8,problem-2275.sgf
2276,254,partial-13x19,White,11,9,problem-2276.sgf
2277,254,partial-13x19,Black,10,15,problem-2277.sgf
2278,255,partial-13x19,Black,11,10,problem-2278.sgf
2279,255,partial-13x19,Black,10,7,problem-2279.sgf
2280,255,partial-13x19,Black,9,10,problem-2280.sgf
2281,255,partial-13x19,White,13,8,problem-2281.sgf
2282,255,partial-13x19,Black,3,5,problem-2282.sgf
2283,255,partial-13x19,Black,8,8,problem-2283.sgf
2284,255,partial-13x19,Black,8,9,problem-2284.sgf
2285,255,partial-13x19,Black,14,12,problem-2285.sgf
2286,255,partial-13x19,Black,5,5,problem-2286.sgf
2287,256,partial-13x19,Black,14,15,problem-2287.sgf
2288,256,partial-13x19,Black,11,12,problem-2288.sgf
2289,256,partial-13x19,Black,14,13,problem-2289.sgf
2290,256,partial-13x19,Black,18,14,problem-2290.sgf
2291,256,partial-13x19,Black,14,15,problem-2291.sgf
2292,256,partial-13x19,Black,17,12,problem-2292.sgf
2293,256,partial-13x19,Black,5,5,problem-2293.sgf
2294,256,partial-13x19,Black,11,10,problem-2294.sgf
2295,256,partial-13x19,Black,11,16,problem-2295.sgf
2296,257,partial-13x19,Black,13,12,problem-2296.sgf
2297,257,partial-13x19,Black,11,14,problem-2297.sgf
2298,257,partial-13x19,Black,20,18,problem-2298.sgf
2299,257,partial-13x19,Black,17,15,problem-2299.sgf
2300,257,partial-13x19,Black,18,16,problem-2300.sgf
2301,257,partial-13x19,Black,25,17,problem-2301.sgf
2302,257,partial-13x19,Black,9,9,problem-2302.sgf
2303,257,partial-13x19,Black,9,10,problem-2303.sgf
2304,257,partial-13x19,Black,10,10,problem-2304.sgf
2305,258,partial-13x19,Black,8,9,problem-2305.sgf
2306,258,partial-13x19,Black,11,12,problem-2306.sgf
2307,258,partial-13x19,Black,10,10,problem-2307.sgf
2308,258,partial-13x19,Black,10,8,problem-2308.sgf
2309,258,partial-13x19,Black,11,10,problem-2309.sgf
2310,258,partial-13x19,Black,10,10,problem-2310.sgf
2311,258,partial-13x19,Black,13,11,problem-2311.sgf
2312,258,partial-13x19,Black,13,13,problem-2312.sgf
2313,258,partial-13x19,Black,15,10,problem-2313.sgf
2314,259,partial-13x19,Black,11,11,problem-2314.sgf
2315,259,partial-13x19,Black,11,10,problem-2315.sgf
2316,259,partial-13x19,Black,14,13,problem-2316.sgf
2317,259,partial-13x19,Black,17,14,problem-2317.sgf
2318,259,partial-13x19,Black,15,15,problem-2318.sgf
2319,259,partial-13x19,White,16,18,problem-2319.sgf
2320,259,partial-13x19,Black,18,17,problem-2320.sgf
2321,259,partial-13x19,White,20,15,problem-2321.sgf
2322,259,partial-13x19,Black,8,6,problem-2322.sgf
2323,260,partial-13x19,Black,10,7,problem-2323.sgf
2324,260,partial-13x19,Black,8,13,problem-2324.sgf
2325,260,partial-13x19,Black,10,13,problem-2325.sgf
2326,260,partial-13x19,Black,12,8,problem-2326.sgf
2327,260,partial-13x19,White,14,16,problem-2327.sgf
2328,260,partial-13x19,Black,14,9,problem-2328.sgf
2329,260,partial-13x19,Black,11,10,problem-2329.sgf
2330,260,partial-13x19,Black,8,7,problem-2330.sgf
2331,260,partial-13x19,Black,9,11,problem-2331.sgf
2332,261,partial-13x19,Black,10,7,problem-2332.sgf
2333,261,partial-13x19,Black,2,3,problem-2333.sgf
2334,261,partial-13x19,Black,4,3,problem-2334.sgf
2335,261,partial-13x19,Black,5,4,problem-2335.sgf
2336,261,partial-13x19,Black,6,6,problem-2336.sgf
2337,261,partial-13x19,Black,4,2,problem-2337.sgf
2338,261,partial-13x19,Black,5,5,problem-2338.sgf
2339,261,partial-13x19,Black,3,5,problem-2339.sgf
2340,261,partial-13x19,Black,3,5,problem-2340.sgf
2341,262,partial-13x19,Black,5,4,problem-2341.sgf
2342,262,partial-13x19,Black,4,7,problem-2342.sgf
2343,262,partial-13x19,Black,6,5,problem-2343.sgf
2344,262,partial-13x19,Black,4,7,problem-2344.sgf
2345,262,partial-13x19,Black,5,8,problem-2345.sgf
2346,262,partial-13x19,Black,7,4,problem-2346.sgf
2347,262,partial-13x19,Black,12,12,problem-2347.sgf
2348,262,partial-13x19,Black,5,5,problem-2348.sgf
2349,262,partial-13x19,Black,7,9,problem-2349.sgf
2350,263,partial-13x19,Black,9,7,problem-2350.sgf
2351,263,partial-13x19,Black,12,12,problem-2351.sgf
2352,263,partial-13x19,Black,16,15,problem-2352.sgf
2353,263,partial-13x19,Black,4,5,problem-2353.sgf
2354,263,partial-13x19,Black,4,5,problem-2354.sgf
2355,263,partial-13x19,Black,5,5,problem-2355.sgf
2356,263,partial-13x19,Black,8,5,problem-2356.sgf
2357,263,partial-13x19,Black,12,14,problem-2357.sgf
2358,263,partial-13x19,Black,10,12,problem-2358.sgf
2359,264,partial-13x19,Black,12,11,problem-2359.sgf
2360,264,partial-13x19,Black,12,11,problem-2360.sgf
2361,264,partial-13x19,Black,14,18,problem-2361.sgf
2362,264,partial-13x19,Black,4,6,problem-2362.sgf
2363,264,partial-13x19,Black,7,6,problem-2363.sgf
2364,264,partial-13x19,Black,7,9,problem-2364.sgf
2365,264,partial-13x19,Black,8,6,problem-2365.sgf
2366,264,partial-13x19,Black,11,8,problem-2366.sgf
2367,264,partial-13x19,Black,11,8,problem-2367.sgf
2368,265,partial-13x19,Black,14,19,problem-2368.sgf
2369,265,partial-13x19,Black,15,12,problem-2369.sgf
2370,265,partial-13x19,Black,18,19,problem-2370.sgf
2371,265,partial-13x19,White,16,19,problem-2371.sgf
2372,265,partial-13x19,Black,4,2,problem-2372.sgf
2373,265,partial-13x19,Black,7,8,problem-2373.sgf
2374,265,partial-13x19,Black,8,11,problem-2374.sgf
2375,265,partial-13x19,Black,10,10,problem-2375.sgf
2376,265,partial-13x19,Black,12,10,problem-2376.sgf
2377,266,partial-13x19,Black,8,12,problem-2377.sgf
2378,266,partial-13x19,Black,10,10,problem-2378.sgf
2379,266,partial-13x19,Black,11,6,problem-2379.sgf
2380,266,partial-13x19,Black,11,11,problem-2380.sgf
2381,266,partial-13x19,Black,13,12,problem-2381.sgf
2382,266,partial-13x19,Black,13,9,problem-2382.sgf
2383,266,partial-13x19,Black,11,11,problem-2383.sgf
2384,266,partial-13x19,Black,15,15,problem-2384.sgf
2385,266,partial-13x19,Black,16,15,problem-2385.sgf
2386,267,partial-13x19,Black,11,8,problem-2386.sgf
2387,267,partial-13x19,Black,12,15,problem-2387.sgf
2388,267,partial-13x19,Black,14,13,problem-2388.sgf
2389,267,partial-13x19,Black,15,20,problem-2389.sgf
2390,267,partial-13x19,Black,21,16,problem-2390.sgf
2391,267,partial-13x19,Black,14,12,problem-2391.sgf
2392,267,partial-13x19,Black,9,12,problem-2392.sgf
2393,267,partial-13x19,Black,9,11,problem-2393.sgf
2394,267,partial-13x19,Black,10,12,problem-2394.sgf
2395,268,partial-13x19,Black,10,9,problem-2395.sgf
2396,268,partial-13x19,Black,12,12,problem-2396.sgf
2397,268,partial-13x19,Black,15,13,problem-2397.sgf
2398,268,partial-13x19,Black,17,17,problem-2398.sgf
2399,268,partial-13x19,Black,17,18,problem-2399.sgf
2400,268,partial-13x19,Black,14,16,problem-2400.sgf
2401,268,partial-13x19,Black,5,6,problem-2401.sgf
2402,268,partial-13x19,Black,7,6,problem-2402.sgf
2403,268,partial-13x19,Black,6,7,problem-2403.sgf
2404,269,partial-13x19,Black,8,8,problem-2404.sgf
2405,269,partial-13x19,Black,9,8,problem-2405.sgf
2406,269,partial-13x19,Black,11,12,problem-2406.sgf
2407,269,partial-13x19,Black,9,12,problem-2407.sgf
2408,269,partial-13x19,Black,12,9,problem-2408.sgf
2409,269,partial-13x19,Black,14,16,problem-2409.sgf
2410,269,partial-13x19,Black,2,1,problem-2410.sgf
2411,269,partial-13x19,Black,3,2,problem-2411.sgf
2412,269,partial-13x19,Black,5,1,problem-2412.sgf
2413,270,partial-13x19,Black,8,5,problem-2413.sgf
2414,270,partial-13x19,Black,9,8,problem-2414.sgf
2415,270,partial-13x19,Black,13,11,problem-2415.sgf
2416,270,partial-13x19,Black,17,12,problem-2416.sgf
2417,270,partial-13x19,Black,15,14,problem-2417.sgf
2418,270,partial-13x19,Black,18,21,problem-2418.sgf
2419,270,partial-13x19,Black,7,11,problem-2419.sgf
2420,270,partial-13x19,Black,10,8,problem-2420.sgf
2421,270,partial-13x19,White,14,10,problem-2421.sgf
2422,271,partial-13x19,Black,12,18,problem-2422.sgf
2423,271,partial-13x19,Black,9,10,problem-2423.sgf
2424,271,partial-13x19,Black,11,12,problem-2424.sgf
2425,271,partial-13x19,Black,5,5,problem-2425.sgf
2426,271,partial-13x19,Black,20,18,problem-2426.sgf
2427,271,partial-13x19,Black,5,5,problem-2427.sgf
2428,271,partial-13x19,Black,5,5,problem-2428.sgf
2429,271,partial-13x19,Black,6,7,problem-2429.sgf
2430,271,partial-13x19,Black,11,14,problem-2430.sgf
2431,272,partial-13x19,Black,20,20,problem-2431.sgf
2432,272,partial-13x19,Black,15,11,problem-2432.sgf
2433,272,partial-13x19,Black,8,4,problem-2433.sgf
2434,272,partial-13x19,Black,8,8,problem-2434.sgf
2435,272,partial-13x19,Black,10,14,problem-2435.sgf
2436,272,partial-13x19,Black,7,11,problem-2436.sgf
2437,272,partial-13x19,Black,11,12,problem-2437.sgf
2438,272,partial-13x19,Black,17,19,problem-2438.sgf
2439,272,partial-13x19,Black,17,16,problem-2439.sgf
2440,273,partial-13x19,Black,9,10,problem-2440.sgf
2441,273,partial-13x19,Black,13,13,problem-2441.sgf
2442,273,partial-13x19,Black,11,11,problem-2442.sgf
2443,273,partial-13x19,Black,11,11,problem-2443.sgf
2444,273,partial-13x19,Black,13,12,problem-2444.sgf
2445,273,partial-13x19,Black,16,18,problem-2445.sgf
2446,273,partial-13x19,Black,8,5,problem-2446.sgf
2447,273,partial-13x19,Black,9,12,problem-2447.sgf
2448,273,partial-13x19,Black,16,16,problem-2448.sgf
2449,274,partial-13x19,Black,9,9,problem-2449.sgf
2450,274,partial-13x19,Black,11,10,problem-2450.sgf
2451,274,partial-13x19,Black,15,17,problem-2451.sgf
2452,274,partial-13x19,Black,19,14,problem-2452.sgf
2453,274,partial-13x19,Black,18,20,problem-2453.sgf
2454,274,partial-13x19,White,25,19,problem-2454.sgf
2455,274,partial-13x19,Black,14,16,problem-2455.sgf
2456,274,partial-13x19,Black,15,17,problem-2456.sgf
2457,274,partial-13x19,Black,18,20,problem-2457.sgf
2458,275,partial-13x19,Black,19,21,problem-2458.sgf
2459,275,partial-13x19,Black,6,5,problem-2459.sgf
2460,275,partial-13x19,Black,9,8,problem-2460.sgf
2461,275,partial-13x19,Black,15,14,problem-2461.sgf
2462,275,partial-13x19,Black,15,16,problem-2462.sgf
2463,275,partial-13x19,Black,2,8,problem-2463.sgf
2464,275,partial-13x19,Black,10,10,problem-2464.sgf
2465,275,partial-13x19,Black,7,11,problem-2465.sgf
2466,275,partial-13x19,Black,15,16,problem-2466.sgf
2467,276,partial-13x19,Black,26,27,problem-2467.sgf
2468,276,partial-13x19,Black,7,11,problem-2468.sgf
2469,276,partial-13x19,Black,13,9,problem-2469.sgf
2470,276,partial-13x19,Black,16,11,problem-2470.sgf
2471,276,partial-13x19,Black,18,12,problem-2471.sgf
2472,276,partial-13x19,Black,12,14,problem-2472.sgf
2473,276,partial-13x19,Black,14,9,problem-2473.sgf
2474,276,partial-13x19,Black,15,9,problem-2474.sgf
2475,276,partial-13x19,Black,7,11,problem-2475.sgf
2476,277,partial-13x19,Black,6,7,problem-2476.sgf
2477,277,full-19x19-mixed-page,White,34,34,problem-2477.sgf
2478,277,full-19x19-mixed-page,White,17,16,problem-2478.sgf
2479,277,full-19x19-mixed-page,White,44,39,problem-2479.sgf
2480,277,full-19x19-mixed-page,White,42,41,problem-2480.sgf
2481,277,full-19x19-mixed-page,Black,28,28,problem-2481.sgf
2482,278,full-19x19,White,55,55,problem-2482.sgf
2483,278,full-19x19,White,31,29,problem-2483.sgf
2484,278,full-19x19,White,54,53,problem-2484.sgf
2485,278,full-19x19,Black,36,35,problem-2485.sgf
2486,278,full-19x19,Black,49,50,problem-2486.sgf
2487,278,full-19x19,Black,23,14,problem-2487.sgf
2488,279,full-19x19,Black,24,23,problem-2488.sgf
2489,279,full-19x19,White,32,33,problem-2489.sgf
2490,279,full-19x19,White,61,60,problem-2490.sgf
2491,279,full-19x19,White,23,22,problem-2491.sgf
2492,279,full-19x19,White,93,95,problem-2492.sgf
2493,279,full-19x19,Black,25,26,problem-2493.sgf
2494,280,full-19x19,Black,25,26,problem-2494.sgf
2495,280,full-19x19,White,19,18,problem-2495.sgf
2496,280,full-19x19,Black,15,15,problem-2496.sgf
2497,280,full-19x19,Black,27,27,problem-2497.sgf
2498,280,full-19x19,Black,11,11,problem-2498.sgf
2499,280,full-19x19,Black,50,30,problem-2499.sgf
2500,281,full-19x19,White,33,30,problem-2500.sgf
2501,281,full-19x19,White,28,26,problem-2501.sgf
2502,281,full-19x19,Black,16,14,problem-2502.sgf
2503,281,full-19x19,White,14,13,problem-2503.sgf
2504,281,full-19x19,Black,9,9,problem-2504.sgf
2505,281,full-19x19,Black,8,8,problem-2505.sgf
2506,282,full-19x19,Black,21,20,problem-2506.sgf
2507,282,full-19x19,Black,33,33,problem-2507.sgf
2508,282,full-19x19,White,35,35,problem-2508.sgf
2509,282,full-19x19,Black,16,16,problem-2509.sgf
2510,282,full-19x19,White,53,52,problem-2510.sgf
2511,282,full-19x19,White,19,18,problem-2511.sgf
2512,283,full-19x19,White,49,50,problem-2512.sgf
2513,283,full-19x19,White,16,16,problem-2513.sgf
2514,283,full-19x19,Black,47,47,problem-2514.sgf
2515,283,full-19x19,Black,46,47,problem-2515.sgf
2516,283,full-19x19,Black,50,49,problem-2516.sgf
2517,283,full-19x19,Black,35,22,problem-2517.sgf
2518,284,full-19x19,White,54,53,problem-2518.sgf
2519,284,full-19x19,White,23,22,problem-2519.sgf
2520,284,full-19x19,Black,11,11,problem-2520.sgf
2521,284,full-19x19,Black,53,52,problem-2521.sgf
2522,284,full-19x19,Black,45,47,problem-2522.sgf
2523,284,full-19x19,Black,16,14,problem-2523.sgf
2524,285,full-19x19,White,18,17,problem-2524.sgf
2525,285,full-19x19,Black,39,40,problem-2525.sgf
2526,285,full-19x19,Black,19,18,problem-2526.sgf
2527,285,full-19x19,Black,33,33,problem-2527.sgf
2528,285,full-19x19,White,16,14,problem-2528.sgf
2529,285,full-19x19,Black,21,22,problem-2529.sgf
2530,286,full-19x19,Black,17,17,problem-2530.sgf
2531,286,full-19x19,White,9,8,problem-2531.sgf
2532,286,full-19x19,White,67,74,problem-2532.sgf
2533,286,full-19x19,White,35,34,problem-2533.sgf
2534,286,full-19x19,Black,19,19,problem-2534.sgf
2535,286,full-19x19,White,49,53,problem-2535.sgf
2536,287,full-19x19,Black,8,8,problem-2536.sgf
2537,287,full-19x19,White,58,55,problem-2537.sgf
2538,287,full-19x19,Black,10,10,problem-2538.sgf
2539,287,full-19x19,White,54,54,problem-2539.sgf
2540,287,full-19x19,Black,18,19,problem-2540.sgf
2541,287,full-19x19,Black,16,16,problem-2541.sgf
2542,288,full-19x19,White,60,59,problem-2542.sgf
2543,288,full-19x19,Black,64,64,problem-2543.sgf
2544,288,full-19x19,White,85,85,problem-2544.sgf
2545,288,full-19x19,White,27,26,problem-2545.sgf
2546,288,full-19x19,White,61,60,problem-2546.sgf
2547,288,full-19x19,White,32,29,problem-2547.sgf
2548,289,full-19x19,Black,57,61,problem-2548.sgf
2549,289,full-19x19,White,14,13,problem-2549.sgf
2550,289,full-19x19,White,15,14,problem-2550.sgf
2551,289,full-19x19,Black,34,34,problem-2551.sgf
2552,289,full-19x19,White,55,55,problem-2552.sgf
2553,289,full-19x19,White,19,18,problem-2553.sgf
2554,290,full-19x19,White,55,54,problem-2554.sgf
2555,290,full-19x19,White,51,53,problem-2555.sgf
